  Measurement Number     Measurement type
                   2           CVSweepNew

      Measurement ID             SeriesID
       739662.678482                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3               100000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
3.1362e-01 8.1589e+04 -4.4969e+03 6.9649e-03 1.0000e+05
3.0406e-01 8.0722e+04 -5.3395e+03 6.9642e-03 1.0000e+05
2.9387e-01 7.8946e+04 -5.0834e+03 6.9641e-03 1.0000e+05
2.8438e-01 7.8739e+04 -4.0350e+03 6.9646e-03 1.0000e+05
2.7381e-01 7.6355e+04 -4.2968e+03 6.9643e-03 1.0000e+05
2.6430e-01 7.5489e+04 -3.9893e+03 6.9647e-03 1.0000e+05
2.5421e-01 7.3844e+04 -3.5573e+03 6.9640e-03 1.0000e+05
2.4320e-01 7.2347e+04 -3.0196e+03 6.9655e-03 1.0000e+05
2.3312e-01 7.1308e+04 -3.8142e+03 6.9648e-03 1.0000e+05
2.2339e-01 7.0330e+04 -3.6296e+03 6.9658e-03 1.0000e+05
2.1322e-01 6.9013e+04 -3.6909e+03 6.9649e-03 1.0000e+05
2.0356e-01 6.8500e+04 -3.7814e+03 6.9640e-03 1.0000e+05
1.9344e-01 6.6932e+04 -3.0665e+03 6.9641e-03 1.0000e+05
1.8342e-01 6.5768e+04 -3.0148e+03 6.9633e-03 1.0000e+05
1.7335e-01 6.4395e+04 -2.4277e+03 6.9640e-03 1.0000e+05
1.6356e-01 6.3191e+04 -2.8715e+03 6.9643e-03 1.0000e+05
1.5346e-01 6.2116e+04 -2.4547e+03 6.9641e-03 1.0000e+05
1.4350e-01 6.1493e+04 -2.5765e+03 6.9644e-03 1.0000e+05
1.3370e-01 6.0240e+04 -2.3846e+03 6.9630e-03 1.0000e+05
1.2346e-01 5.9171e+04 -1.9490e+03 6.9623e-03 1.0000e+05
1.1377e-01 5.7907e+04 -1.9553e+03 6.9625e-03 1.0000e+05
1.0370e-01 5.7002e+04 -1.5841e+03 6.9628e-03 1.0000e+05
9.3856e-02 5.6204e+04 -1.5684e+03 6.9631e-03 1.0000e+05
8.3696e-02 5.4671e+04 -1.7366e+03 6.9636e-03 1.0000e+05
7.4024e-02 5.4222e+04 -1.3122e+03 6.9634e-03 1.0000e+05
6.3872e-02 5.3258e+04 -1.4937e+03 6.9617e-03 1.0000e+05
5.4136e-02 5.2056e+04 -1.4672e+03 6.9622e-03 1.0000e+05
4.4200e-02 5.1531e+04 -1.3381e+03 6.9641e-03 1.0000e+05
3.4512e-02 5.0665e+04 -1.5357e+03 6.9617e-03 1.0000e+05
2.4048e-02 4.9552e+04 -9.2425e+02 6.9624e-03 1.0000e+05
1.4624e-02 4.8844e+04 -7.9393e+02 6.9610e-03 1.0000e+05
4.2320e-03 4.7584e+04 -9.8437e+02 6.9620e-03 1.0000e+05




