  Measurement Number     Measurement type
                   2           CVSweepNew

      Measurement ID             SeriesID
       739662.652048                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3               100000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
9.4464e-01 2.4775e+05 -5.5636e+04 6.9705e-03 1.0000e+05
9.5419e-01 2.5079e+05 -6.8038e+04 6.9686e-03 1.0000e+05
9.6490e-01 2.4507e+05 -6.9670e+04 6.9689e-03 1.0000e+05
9.7441e-01 2.5607e+05 -6.2383e+04 6.9685e-03 1.0000e+05
9.8448e-01 2.6591e+05 -6.2487e+04 6.9690e-03 1.0000e+05
9.9547e-01 2.6503e+05 -7.2660e+04 6.9699e-03 1.0000e+05
1.0054e+00 2.6132e+05 -7.0871e+04 6.9703e-03 1.0000e+05
1.0052e+00 2.8067e+05 -6.2470e+04 6.9691e-03 1.0000e+05
9.9554e-01 2.6176e+05 -7.4581e+04 6.9693e-03 1.0000e+05
9.8438e-01 2.6130e+05 -5.8453e+04 6.9691e-03 1.0000e+05
9.7446e-01 2.6521e+05 -7.9873e+04 6.9684e-03 1.0000e+05
9.6463e-01 2.5725e+05 -6.4774e+04 6.9690e-03 1.0000e+05
9.5429e-01 2.4866e+05 -6.0101e+04 6.9684e-03 1.0000e+05
9.4464e-01 2.5150e+05 -7.2982e+04 6.9694e-03 1.0000e+05
9.3455e-01 2.3904e+05 -5.2417e+04 6.9713e-03 1.0000e+05
9.2463e-01 2.4504e+05 -6.0627e+04 6.9687e-03 1.0000e+05
9.1456e-01 2.3179e+05 -5.6344e+04 6.9708e-03 1.0000e+05
9.0479e-01 2.4061e+05 -5.7061e+04 6.9696e-03 1.0000e+05
8.9453e-01 2.3836e+05 -5.3626e+04 6.9701e-03 1.0000e+05
8.8470e-01 2.2699e+05 -5.2865e+04 6.9689e-03 1.0000e+05
8.7463e-01 2.3077e+05 -5.4229e+04 6.9685e-03 1.0000e+05
8.6494e-01 2.2196e+05 -5.1703e+04 6.9686e-03 1.0000e+05
8.5479e-01 2.1616e+05 -5.0322e+04 6.9681e-03 1.0000e+05
8.4491e-01 2.1924e+05 -5.2781e+04 6.9695e-03 1.0000e+05
8.3508e-01 2.1359e+05 -4.9658e+04 6.9689e-03 1.0000e+05
8.2467e-01 2.1210e+05 -4.4348e+04 6.9696e-03 1.0000e+05
8.1492e-01 2.0824e+05 -5.1953e+04 6.9686e-03 1.0000e+05
8.0496e-01 2.0715e+05 -5.1265e+04 6.9680e-03 1.0000e+05
7.9487e-01 1.9981e+05 -5.0642e+04 6.9691e-03 1.0000e+05
7.8492e-01 1.9983e+05 -4.5542e+04 6.9687e-03 1.0000e+05
7.7513e-01 1.9968e+05 -3.7876e+04 6.9689e-03 1.0000e+05
7.6513e-01 1.9026e+05 -4.2271e+04 6.9678e-03 1.0000e+05
7.5514e-01 1.9535e+05 -4.5529e+04 6.9700e-03 1.0000e+05
7.4518e-01 1.8989e+05 -4.6471e+04 6.9672e-03 1.0000e+05
7.3433e-01 1.8229e+05 -3.7649e+04 6.9681e-03 1.0000e+05
7.2404e-01 1.8267e+05 -3.4982e+04 6.9684e-03 1.0000e+05
7.1437e-01 1.7551e+05 -4.0425e+04 6.9694e-03 1.0000e+05
7.0433e-01 1.7681e+05 -3.7680e+04 6.9679e-03 1.0000e+05
6.9426e-01 1.7295e+05 -3.8378e+04 6.9685e-03 1.0000e+05
6.8430e-01 1.7197e+05 -3.4124e+04 6.9677e-03 1.0000e+05
6.7442e-01 1.6536e+05 -2.9796e+04 6.9686e-03 1.0000e+05
6.6428e-01 1.6506e+05 -3.1270e+04 6.9688e-03 1.0000e+05
6.5444e-01 1.6277e+05 -3.5345e+04 6.9674e-03 1.0000e+05
6.4428e-01 1.5966e+05 -3.1223e+04 6.9691e-03 1.0000e+05
6.3434e-01 1.6037e+05 -2.8919e+04 6.9687e-03 1.0000e+05
6.2450e-01 1.5306e+05 -3.1565e+04 6.9700e-03 1.0000e+05
6.1436e-01 1.5029e+05 -2.6442e+04 6.9689e-03 1.0000e+05
6.0483e-01 1.4699e+05 -3.1899e+04 6.9678e-03 1.0000e+05
5.9435e-01 1.4194e+05 -2.7382e+04 6.9684e-03 1.0000e+05
5.8497e-01 1.4346e+05 -2.7849e+04 6.9676e-03 1.0000e+05
5.7484e-01 1.3821e+05 -2.6728e+04 6.9706e-03 1.0000e+05
5.6479e-01 1.3766e+05 -2.4031e+04 6.9688e-03 1.0000e+05
5.5462e-01 1.3696e+05 -2.4845e+04 6.9683e-03 1.0000e+05
5.4501e-01 1.3247e+05 -2.5226e+04 6.9677e-03 1.0000e+05
5.3469e-01 1.3132e+05 -2.6383e+04 6.9674e-03 1.0000e+05
5.2523e-01 1.2825e+05 -2.5502e+04 6.9680e-03 1.0000e+05
5.1495e-01 1.2596e+05 -2.3894e+04 6.9667e-03 1.0000e+05
5.0494e-01 1.2572e+05 -2.2915e+04 6.9682e-03 1.0000e+05
4.9398e-01 1.2085e+05 -2.4316e+04 6.9668e-03 1.0000e+05
4.8404e-01 1.2144e+05 -2.1996e+04 6.9688e-03 1.0000e+05
