  Measurement Number     Measurement type
                   1                DC IV

      Measurement ID             SeriesID
       739662.679241                    0

         MeasureMode                Bias1                Bias2
                   2                   -1                    1

                Step  Positive compliance  Negative compliance
                0.01                  0.1                  0.1

  RealMeasuredPoints
                 404

        Bias        Current     Resistance
-4.1000e-01   -1.0114e-05   4.0536e+04
-4.0000e-01   -9.9492e-06   4.0204e+04
-3.9000e-01   -9.7809e-06   3.9873e+04
-3.8000e-01   -9.6086e-06   3.9548e+04
-3.7000e-01   -9.4337e-06   3.9221e+04
-3.6000e-01   -9.2556e-06   3.8896e+04
-3.5000e-01   -9.0767e-06   3.8560e+04
-3.4000e-01   -8.8934e-06   3.8231e+04
-3.3000e-01   -8.7075e-06   3.7898e+04
-3.2000e-01   -8.5190e-06   3.7563e+04
-3.1000e-01   -8.3269e-06   3.7229e+04
-3.0000e-01   -8.1343e-06   3.6881e+04
-2.9000e-01   -7.9374e-06   3.6536e+04
-2.8000e-01   -7.7380e-06   3.6185e+04
-2.7000e-01   -7.5354e-06   3.5831e+04
-2.6000e-01   -7.3306e-06   3.5468e+04
-2.5000e-01   -7.1246e-06   3.5090e+04
-2.4000e-01   -6.9144e-06   3.4710e+04
-2.3000e-01   -6.7016e-06   3.4320e+04
-2.2000e-01   -6.4865e-06   3.3917e+04
-2.1000e-01   -6.2690e-06   3.3498e+04
-2.0000e-01   -6.0508e-06   3.3053e+04
-1.9000e-01   -5.8286e-06   3.2598e+04
-1.8000e-01   -5.6034e-06   3.2123e+04
-1.7000e-01   -5.3760e-06   3.1622e+04
-1.6000e-01   -5.1449e-06   3.1099e+04
-1.5000e-01   -4.9128e-06   3.0533e+04
-1.4000e-01   -4.6748e-06   2.9948e+04
-1.3000e-01   -4.4336e-06   2.9321e+04
-1.2000e-01   -4.1862e-06   2.8665e+04
-1.1000e-01   -3.9330e-06   2.7969e+04
-1.0000e-01   -3.6730e-06   2.7226e+04
-9.0000e-02   -3.4069e-06   2.6417e+04
-8.0000e-02   -3.1296e-06   2.5562e+04
-7.0000e-02   -2.8409e-06   2.4640e+04
-6.0000e-02   -2.5404e-06   2.3618e+04
-5.0000e-02   -2.2256e-06   2.2466e+04
-4.0000e-02   -1.8994e-06   2.1059e+04
-3.0000e-02   -1.5558e-06   1.9283e+04
-2.0000e-02   -1.1983e-06   1.6690e+04
-1.0000e-02   -8.2739e-07   1.2086e+04
0.0000e+00   -4.4775e-07   -0.0000e+00
0.0000e+00   -4.5839e-07   -0.0000e+00
1.0000e-02   -7.4671e-08   -1.3392e+05
2.0000e-02   3.1225e-07   6.4052e+04
3.0000e-02   6.9591e-07   4.3109e+04
4.0000e-02   1.0709e-06   3.7350e+04
5.0000e-02   1.4300e-06   3.4965e+04
6.0000e-02   1.7810e-06   3.3689e+04
7.0000e-02   2.1179e-06   3.3052e+04
8.0000e-02   2.4377e-06   3.2818e+04
9.0000e-02   2.7463e-06   3.2771e+04
1.0000e-01   3.0427e-06   3.2866e+04
1.1000e-01   3.3283e-06   3.3050e+04
1.2000e-01   3.6018e-06   3.3317e+04
1.3000e-01   3.8698e-06   3.3593e+04
1.4000e-01   4.1308e-06   3.3892e+04
1.5000e-01   4.3859e-06   3.4201e+04
1.6000e-01   4.6344e-06   3.4525e+04
1.7000e-01   4.8803e-06   3.4834e+04
1.8000e-01   5.1226e-06   3.5138e+04
1.9000e-01   5.3621e-06   3.5434e+04
2.0000e-01   5.5968e-06   3.5735e+04
2.1000e-01   5.8303e-06   3.6019e+04
2.2000e-01   6.0615e-06   3.6295e+04
2.3000e-01   6.2897e-06   3.6568e+04
2.4000e-01   6.5138e-06   3.6845e+04
2.5000e-01   6.7372e-06   3.7107e+04
2.6000e-01   6.9582e-06   3.7366e+04
