  Measurement Number     Measurement type
                   2           CVSweepNew

      Measurement ID             SeriesID
       739662.648660                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3               100000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
7.2172e-01 5.0591e+02 4.1761e+00 6.3337e-03 1.0000e+05
7.1298e-01 5.0565e+02 3.9170e+00 6.3320e-03 1.0000e+05
7.0380e-01 5.0543e+02 4.1390e+00 6.3333e-03 1.0000e+05
6.9494e-01 5.0553e+02 4.5730e+00 6.3331e-03 1.0000e+05
6.8547e-01 5.0504e+02 4.0424e+00 6.3318e-03 1.0000e+05
6.7663e-01 5.0514e+02 4.0546e+00 6.3327e-03 1.0000e+05
6.6660e-01 5.0493e+02 3.9335e+00 6.3320e-03 1.0000e+05
6.5778e-01 5.0506e+02 4.2854e+00 6.3321e-03 1.0000e+05
6.4850e-01 5.0509e+02 4.1377e+00 6.3324e-03 1.0000e+05
6.3967e-01 5.0519e+02 3.9711e+00 6.3328e-03 1.0000e+05
6.3019e-01 5.0513e+02 3.8979e+00 6.3326e-03 1.0000e+05
6.2143e-01 5.0495e+02 4.3566e+00 6.3320e-03 1.0000e+05
6.1235e-01 5.0465e+02 4.1319e+00 6.3321e-03 1.0000e+05
6.0318e-01 5.0474e+02 4.1573e+00 6.3316e-03 1.0000e+05
5.9410e-01 5.0450e+02 4.0457e+00 6.3311e-03 1.0000e+05
5.8506e-01 5.0448e+02 4.1071e+00 6.3317e-03 1.0000e+05
5.7598e-01 5.0482e+02 4.0764e+00 6.3324e-03 1.0000e+05
5.6683e-01 5.0432e+02 3.9657e+00 6.3332e-03 1.0000e+05
5.5795e-01 5.0430e+02 3.9676e+00 6.3324e-03 1.0000e+05
5.4866e-01 5.0442e+02 4.2135e+00 6.3294e-03 1.0000e+05
5.3980e-01 5.0431e+02 4.1341e+00 6.3307e-03 1.0000e+05
5.3056e-01 5.0396e+02 4.0449e+00 6.3314e-03 1.0000e+05
5.2188e-01 5.0404e+02 3.9689e+00 6.3301e-03 1.0000e+05
5.1253e-01 5.0407e+02 4.0866e+00 6.3305e-03 1.0000e+05
5.0366e-01 5.0423e+02 3.9755e+00 6.3313e-03 1.0000e+05
4.9432e-01 5.0378e+02 4.0519e+00 6.3302e-03 1.0000e+05
4.8566e-01 5.0374e+02 4.2587e+00 6.3295e-03 1.0000e+05
4.7637e-01 5.0394e+02 4.0420e+00 6.3312e-03 1.0000e+05
4.6775e-01 5.0377e+02 4.0440e+00 6.3290e-03 1.0000e+05
4.5814e-01 5.0324e+02 4.0786e+00 6.3286e-03 1.0000e+05
4.4843e-01 5.0336e+02 3.9835e+00 6.3302e-03 1.0000e+05
4.3922e-01 5.0327e+02 4.1332e+00 6.3312e-03 1.0000e+05
4.3026e-01 5.0291e+02 4.3120e+00 6.3297e-03 1.0000e+05
4.2111e-01 5.0320e+02 4.4328e+00 6.3307e-03 1.0000e+05
4.1227e-01 5.0308e+02 4.2070e+00 6.3299e-03 1.0000e+05
4.0273e-01 5.0210e+02 3.9869e+00 6.3286e-03 1.0000e+05
3.9385e-01 5.0195e+02 4.4807e+00 6.3298e-03 1.0000e+05
3.8487e-01 5.0244e+02 4.4685e+00 6.3294e-03 1.0000e+05
3.7580e-01 5.0205e+02 4.5583e+00 6.3291e-03 1.0000e+05
3.6683e-01 5.0208e+02 4.5350e+00 6.3278e-03 1.0000e+05
3.5759e-01 5.0182e+02 4.2833e+00 6.3292e-03 1.0000e+05
3.4888e-01 5.0201e+02 4.1640e+00 6.3303e-03 1.0000e+05
3.3938e-01 5.0196e+02 3.9592e+00 6.3276e-03 1.0000e+05
3.3077e-01 5.0205e+02 4.0256e+00 6.3284e-03 1.0000e+05
3.2130e-01 5.0174e+02 4.2060e+00 6.3283e-03 1.0000e+05
3.1255e-01 5.0177e+02 4.2453e+00 6.3279e-03 1.0000e+05
3.0324e-01 5.0200e+02 3.9930e+00 6.3288e-03 1.0000e+05
2.9433e-01 5.0197e+02 4.3848e+00 6.3293e-03 1.0000e+05
2.8486e-01 5.0188e+02 4.2327e+00 6.3282e-03 1.0000e+05
2.7627e-01 5.0197e+02 4.4507e+00 6.3294e-03 1.0000e+05
2.6677e-01 5.0225e+02 4.1024e+00 6.3298e-03 1.0000e+05
2.5813e-01 5.0232e+02 4.4355e+00 6.3284e-03 1.0000e+05
2.4890e-01 5.0229e+02 4.1454e+00 6.3288e-03 1.0000e+05
2.3981e-01 5.0274e+02 4.2690e+00 6.3301e-03 1.0000e+05
2.3090e-01 5.0248e+02 4.2403e+00 6.3302e-03 1.0000e+05
2.2087e-01 5.0270e+02 4.5256e+00 6.3292e-03 1.0000e+05
2.1200e-01 5.0296e+02 4.6067e+00 6.3311e-03 1.0000e+05
2.0285e-01 5.0344e+02 4.5198e+00 6.3313e-03 1.0000e+05
1.9374e-01 5.0338e+02 4.5824e+00 6.3306e-03 1.0000e+05
1.8474e-01 5.0423e+02 4.5858e+00 6.3310e-03 1.0000e+05
1.7568e-01 5.0404e+02 4.4068e+00 6.3320e-03 1.0000e+05
1.6610e-01 5.0436e+02 4.1109e+00 6.3321e-03 1.0000e+05
1.5766e-01 5.0448e+02 4.3450e+00 6.3315e-03 1.0000e+05
1.4837e-01 5.0474e+02 4.4940e+00 6.3320e-03 1.0000e+05
1.3946e-01 5.0502e+02 4.6130e+00 6.3338e-03 1.0000e+05
