  Measurement Number     Measurement type
                   4           CVSweepNew

      Measurement ID             SeriesID
       739662.659158                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3               100000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
8.3380e-01 3.2552e+04 -3.0635e+03 6.9604e-03 1.0000e+05
8.2342e-01 3.2837e+04 -3.2232e+03 6.9585e-03 1.0000e+05
8.1358e-01 3.2635e+04 -3.0809e+03 6.9596e-03 1.0000e+05
8.0358e-01 3.2557e+04 -3.0348e+03 6.9584e-03 1.0000e+05
7.9350e-01 3.2369e+04 -3.0797e+03 6.9590e-03 1.0000e+05
7.8355e-01 3.2290e+04 -3.0859e+03 6.9603e-03 1.0000e+05
7.7373e-01 3.2297e+04 -3.1097e+03 6.9590e-03 1.0000e+05
7.6399e-01 3.2186e+04 -3.1217e+03 6.9600e-03 1.0000e+05
7.5366e-01 3.1977e+04 -3.1130e+03 6.9586e-03 1.0000e+05
7.4382e-01 3.1968e+04 -3.1493e+03 6.9598e-03 1.0000e+05
7.3280e-01 3.1857e+04 -3.0837e+03 6.9588e-03 1.0000e+05
7.2315e-01 3.1745e+04 -2.8206e+03 6.9600e-03 1.0000e+05
7.1296e-01 3.1564e+04 -3.0978e+03 6.9575e-03 1.0000e+05
7.0334e-01 3.1438e+04 -3.1471e+03 6.9591e-03 1.0000e+05
6.9285e-01 3.1270e+04 -3.1058e+03 6.9591e-03 1.0000e+05
6.8343e-01 3.1156e+04 -3.0175e+03 6.9610e-03 1.0000e+05
6.7302e-01 3.1180e+04 -3.1788e+03 6.9589e-03 1.0000e+05
6.6329e-01 3.0939e+04 -2.9241e+03 6.9571e-03 1.0000e+05
6.5298e-01 3.0826e+04 -2.9946e+03 6.9576e-03 1.0000e+05
6.4368e-01 3.0640e+04 -2.8288e+03 6.9596e-03 1.0000e+05
6.3329e-01 3.0537e+04 -2.9944e+03 6.9571e-03 1.0000e+05
6.2352e-01 3.0355e+04 -2.9335e+03 6.9588e-03 1.0000e+05
6.1332e-01 3.0296e+04 -2.9999e+03 6.9583e-03 1.0000e+05
6.0354e-01 3.0140e+04 -2.8789e+03 6.9585e-03 1.0000e+05
5.9356e-01 3.0082e+04 -3.0542e+03 6.9573e-03 1.0000e+05
5.8363e-01 2.9792e+04 -2.9044e+03 6.9592e-03 1.0000e+05
5.7378e-01 2.9827e+04 -2.9589e+03 6.9572e-03 1.0000e+05
5.6380e-01 2.9567e+04 -2.8568e+03 6.9564e-03 1.0000e+05
5.5374e-01 2.9611e+04 -2.9250e+03 6.9582e-03 1.0000e+05
5.4386e-01 2.9185e+04 -2.8837e+03 6.9579e-03 1.0000e+05
5.3403e-01 2.9172e+04 -2.8566e+03 6.9572e-03 1.0000e+05
5.2381e-01 2.9072e+04 -2.9163e+03 6.9556e-03 1.0000e+05
5.1437e-01 2.8821e+04 -2.8622e+03 6.9568e-03 1.0000e+05
5.0401e-01 2.8644e+04 -2.8568e+03 6.9576e-03 1.0000e+05
4.9312e-01 2.8506e+04 -2.7951e+03 6.9574e-03 1.0000e+05
4.8317e-01 2.8325e+04 -2.7485e+03 6.9575e-03 1.0000e+05
4.7331e-01 2.8136e+04 -2.6740e+03 6.9583e-03 1.0000e+05
4.6302e-01 2.8030e+04 -2.7672e+03 6.9570e-03 1.0000e+05
4.5358e-01 2.7751e+04 -2.5935e+03 6.9562e-03 1.0000e+05
4.4298e-01 2.7782e+04 -2.8183e+03 6.9574e-03 1.0000e+05
4.3332e-01 2.7627e+04 -2.6213e+03 6.9579e-03 1.0000e+05
4.2328e-01 2.7513e+04 -2.6318e+03 6.9561e-03 1.0000e+05
4.1359e-01 2.7352e+04 -2.5871e+03 6.9572e-03 1.0000e+05
4.0340e-01 2.7175e+04 -2.6016e+03 6.9563e-03 1.0000e+05
3.9377e-01 2.6943e+04 -2.5082e+03 6.9574e-03 1.0000e+05
3.8360e-01 2.6765e+04 -2.5473e+03 6.9551e-03 1.0000e+05
3.7369e-01 2.6571e+04 -2.4311e+03 6.9578e-03 1.0000e+05
3.6355e-01 2.6551e+04 -2.5286e+03 6.9565e-03 1.0000e+05
3.5379e-01 2.6232e+04 -2.4084e+03 6.9569e-03 1.0000e+05
3.4387e-01 2.6134e+04 -2.5562e+03 6.9574e-03 1.0000e+05
3.3386e-01 2.5941e+04 -2.3318e+03 6.9562e-03 1.0000e+05
3.2387e-01 2.5907e+04 -2.4538e+03 6.9554e-03 1.0000e+05
3.1350e-01 2.5626e+04 -2.3336e+03 6.9579e-03 1.0000e+05
3.0386e-01 2.5582e+04 -2.3185e+03 6.9550e-03 1.0000e+05
2.9409e-01 2.5338e+04 -2.2801e+03 6.9547e-03 1.0000e+05
2.8395e-01 2.5223e+04 -2.1589e+03 6.9546e-03 1.0000e+05
2.7378e-01 2.5156e+04 -2.1866e+03 6.9566e-03 1.0000e+05
2.6422e-01 2.5006e+04 -2.1335e+03 6.9557e-03 1.0000e+05
2.5438e-01 2.4769e+04 -2.2353e+03 6.9569e-03 1.0000e+05
2.4342e-01 2.4674e+04 -2.0681e+03 6.9547e-03 1.0000e+05
2.3331e-01 2.4422e+04 -2.0770e+03 6.9547e-03 1.0000e+05
2.2347e-01 2.4421e+04 -2.0184e+03 6.9572e-03 1.0000e+05
2.1332e-01 2.4218e+04 -1.9508e+03 6.9540e-03 1.0000e+05
2.0366e-01 2.4169e+04 -1.9006e+03 6.9562e-03 1.0000e+05
1.9355e-01 2.3944e+04 -1.8821e+03 6.9560e-03 1.0000e+05
1.8330e-01 2.3901e+04 -1.8176e+03 6.9559e-03 1.0000e+05
1.7345e-01 2.3684e+04 -1.7979e+03 6.9545e-03 1.0000e+05
1.6359e-01 2.3666e+04 -1.7057e+03 6.9545e-03 1.0000e+05
1.5348e-01 2.3473e+04 -1.7476e+03 6.9563e-03 1.0000e+05
1.4374e-01 2.3429e+04 -1.6240e+03 6.9559e-03 1.0000e+05
1.3388e-01 2.3265e+04 -1.6732e+03 6.9552e-03 1.0000e+05
1.2358e-01 2.3130e+04 -1.5418e+03 6.9555e-03 1.0000e+05
1.1374e-01 2.2861e+04 -1.5186e+03 6.9560e-03 1.0000e+05
1.0386e-01 2.2638e+04 -1.4026e+03 6.9542e-03 1.0000e+05
9.4040e-02 2.2295e+04 -1.3283e+03 6.9528e-03 1.0000e+05
8.3784e-02 2.1958e+04 -1.1841e+03 6.9533e-03 1.0000e+05
7.4224e-02 2.1416e+04 -1.1504e+03 6.9541e-03 1.0000e+05
6.4088e-02 2.0805e+04 -9.6363e+02 6.9519e-03 1.0000e+05
5.4352e-02 1.9967e+04 -8.9173e+02 6.9504e-03 1.0000e+05
4.4472e-02 1.9010e+04 -7.0947e+02 6.9524e-03 1.0000e+05
3.4600e-02 1.7780e+04 -6.0613e+02 6.9488e-03 1.0000e+05
2.4496e-02 1.6371e+04 -4.3560e+02 6.9486e-03 1.0000e+05
1.4760e-02 1.4832e+04 -3.6276e+02 6.9470e-03 1.0000e+05
5.0000e-03 1.3193e+04 -2.7011e+02 6.9427e-03 1.0000e+05




