  Measurement Number     Measurement type
                   6           CVSweepNew

      Measurement ID             SeriesID
       739662.660442                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3              1000000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
3.3416e-01 1.8235e+04 -5.9285e+03 6.9058e-03 1.0000e+06
3.2440e-01 1.7986e+04 -6.1732e+03 6.9042e-03 1.0000e+06
3.1415e-01 1.7911e+04 -6.1633e+03 6.9055e-03 1.0000e+06
3.0436e-01 1.7985e+04 -6.0988e+03 6.9038e-03 1.0000e+06
2.9439e-01 1.7976e+04 -5.9786e+03 6.9053e-03 1.0000e+06
2.8437e-01 1.7922e+04 -5.8082e+03 6.9031e-03 1.0000e+06
2.7429e-01 1.7790e+04 -5.9829e+03 6.9048e-03 1.0000e+06
2.6471e-01 1.7669e+04 -5.9552e+03 6.9043e-03 1.0000e+06
2.5470e-01 1.7718e+04 -6.0144e+03 6.9038e-03 1.0000e+06
2.4364e-01 1.7681e+04 -5.7736e+03 6.9043e-03 1.0000e+06
2.3362e-01 1.7618e+04 -5.8107e+03 6.9047e-03 1.0000e+06
2.2374e-01 1.7948e+04 -5.5901e+03 6.9037e-03 1.0000e+06
2.1398e-01 1.7443e+04 -5.6123e+03 6.9043e-03 1.0000e+06
2.0387e-01 1.7471e+04 -5.7193e+03 6.9041e-03 1.0000e+06
1.9390e-01 1.7373e+04 -5.6339e+03 6.9042e-03 1.0000e+06
1.8359e-01 1.7658e+04 -5.7779e+03 6.9040e-03 1.0000e+06
1.7386e-01 1.7351e+04 -5.5875e+03 6.9025e-03 1.0000e+06
1.6390e-01 1.7675e+04 -5.3997e+03 6.9037e-03 1.0000e+06
1.5409e-01 1.7434e+04 -5.4787e+03 6.9046e-03 1.0000e+06
1.4414e-01 1.7549e+04 -5.3594e+03 6.9054e-03 1.0000e+06
1.3404e-01 1.7481e+04 -5.0239e+03 6.9045e-03 1.0000e+06
1.2405e-01 1.7747e+04 -5.3668e+03 6.9040e-03 1.0000e+06
1.1436e-01 1.7641e+04 -5.1164e+03 6.9040e-03 1.0000e+06
1.0434e-01 1.7581e+04 -5.1827e+03 6.9028e-03 1.0000e+06
9.4384e-02 1.7422e+04 -5.0319e+03 6.9032e-03 1.0000e+06
8.4136e-02 1.7330e+04 -4.6839e+03 6.9040e-03 1.0000e+06
7.4592e-02 1.7271e+04 -4.3851e+03 6.9037e-03 1.0000e+06
6.4720e-02 1.7029e+04 -4.2774e+03 6.9028e-03 1.0000e+06
5.4872e-02 1.6564e+04 -3.9879e+03 6.9017e-03 1.0000e+06
4.4856e-02 1.6064e+04 -3.5932e+03 6.8999e-03 1.0000e+06
3.4944e-02 1.5157e+04 -3.0786e+03 6.9012e-03 1.0000e+06
2.4856e-02 1.4311e+04 -2.6182e+03 6.8982e-03 1.0000e+06
1.5168e-02 1.3124e+04 -2.0373e+03 6.8972e-03 1.0000e+06
5.5600e-03 1.1896e+04 -1.5817e+03 6.8932e-03 1.0000e+06




