  Measurement Number     Measurement type
                   3           CVSweepNew

      Measurement ID             SeriesID
       739662.670235                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3               100000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
9.1319e-01 1.0984e+03 4.6305e+01 6.6558e-03 1.0000e+05
9.0380e-01 1.0999e+03 4.6081e+01 6.6549e-03 1.0000e+05
8.9414e-01 1.1013e+03 4.6606e+01 6.6562e-03 1.0000e+05
8.8478e-01 1.1026e+03 4.6673e+01 6.6569e-03 1.0000e+05
8.7511e-01 1.1039e+03 4.5960e+01 6.6581e-03 1.0000e+05
8.6577e-01 1.1058e+03 4.6486e+01 6.6580e-03 1.0000e+05
8.5596e-01 1.1071e+03 4.6500e+01 6.6572e-03 1.0000e+05
8.4668e-01 1.1089e+03 4.6507e+01 6.6581e-03 1.0000e+05
8.3716e-01 1.1104e+03 4.6486e+01 6.6587e-03 1.0000e+05
8.2765e-01 1.1121e+03 4.7127e+01 6.6600e-03 1.0000e+05
8.1793e-01 1.1126e+03 4.6636e+01 6.6580e-03 1.0000e+05
8.0862e-01 1.1153e+03 4.7074e+01 6.6596e-03 1.0000e+05
7.9882e-01 1.1170e+03 4.7011e+01 6.6610e-03 1.0000e+05
7.8920e-01 1.1192e+03 4.6594e+01 6.6609e-03 1.0000e+05
7.7999e-01 1.1202e+03 4.7178e+01 6.6606e-03 1.0000e+05
7.7024e-01 1.1224e+03 4.7668e+01 6.6612e-03 1.0000e+05
7.6064e-01 1.1246e+03 4.7496e+01 6.6625e-03 1.0000e+05
7.5115e-01 1.1273e+03 4.6778e+01 6.6635e-03 1.0000e+05
7.4174e-01 1.1291e+03 4.7441e+01 6.6641e-03 1.0000e+05
7.3203e-01 1.1308e+03 4.7629e+01 6.6641e-03 1.0000e+05
7.2279e-01 1.1327e+03 4.7310e+01 6.6629e-03 1.0000e+05
7.1213e-01 1.1364e+03 4.7606e+01 6.6655e-03 1.0000e+05
