  Measurement Number     Measurement type
                   2           CVSweepNew

      Measurement ID             SeriesID
       739662.663079                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3              1000000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
9.4334e-01 2.8056e+04 -4.5193e+03 6.9095e-03 1.0000e+06
9.5330e-01 2.7811e+04 -4.3873e+03 6.9092e-03 1.0000e+06
9.6367e-01 2.7554e+04 -4.5053e+03 6.9097e-03 1.0000e+06
9.7326e-01 2.7712e+04 -3.9170e+03 6.9097e-03 1.0000e+06
9.8328e-01 2.8092e+04 -4.2384e+03 6.9098e-03 1.0000e+06
9.9442e-01 2.7741e+04 -4.1961e+03 6.9098e-03 1.0000e+06
1.0042e+00 2.7418e+04 -4.9833e+03 6.9090e-03 1.0000e+06
1.0042e+00 2.7677e+04 -4.2847e+03 6.9093e-03 1.0000e+06
9.9427e-01 2.8092e+04 -4.1233e+03 6.9090e-03 1.0000e+06
9.8326e-01 2.7427e+04 -4.7034e+03 6.9104e-03 1.0000e+06
9.7341e-01 2.7529e+04 -4.3776e+03 6.9099e-03 1.0000e+06
9.6341e-01 2.7900e+04 -4.6360e+03 6.9103e-03 1.0000e+06
9.5339e-01 2.7280e+04 -4.2228e+03 6.9082e-03 1.0000e+06
9.4330e-01 2.7852e+04 -4.0237e+03 6.9100e-03 1.0000e+06
9.3356e-01 2.7614e+04 -4.6426e+03 6.9100e-03 1.0000e+06
9.2371e-01 2.7684e+04 -4.9078e+03 6.9098e-03 1.0000e+06
9.1358e-01 2.8129e+04 -4.1203e+03 6.9107e-03 1.0000e+06
9.0364e-01 2.7671e+04 -4.5864e+03 6.9091e-03 1.0000e+06
8.9378e-01 2.8490e+04 -4.8211e+03 6.9103e-03 1.0000e+06
8.8382e-01 2.7899e+04 -4.7604e+03 6.9088e-03 1.0000e+06
