  Measurement Number     Measurement type
                   1                DC IV

      Measurement ID             SeriesID
       739662.661629                    0

         MeasureMode                Bias1                Bias2
                   2                   -1                    1

                Step  Positive compliance  Negative compliance
                0.01                  0.1                  0.1

  RealMeasuredPoints
                 404

        Bias        Current     Resistance
8.5000e-01   2.5065e-05   3.3911e+04
8.6000e-01   2.5386e-05   3.3876e+04
8.7000e-01   2.5707e-05   3.3843e+04
8.8000e-01   2.6030e-05   3.3807e+04
8.9000e-01   2.6352e-05   3.3774e+04
9.0000e-01   2.6676e-05   3.3739e+04
9.1000e-01   2.7001e-05   3.3702e+04
9.2000e-01   2.7324e-05   3.3670e+04
9.3000e-01   2.7652e-05   3.3633e+04
9.4000e-01   2.7977e-05   3.3599e+04
9.5000e-01   2.8303e-05   3.3565e+04
9.6000e-01   2.8631e-05   3.3530e+04
9.7000e-01   2.8962e-05   3.3492e+04
9.8000e-01   2.9292e-05   3.3457e+04
9.9000e-01   2.9621e-05   3.3422e+04
1.0000e+00   2.9950e-05   3.3389e+04
1.0000e+00   2.9955e-05   3.3384e+04
9.9000e-01   2.9631e-05   3.3411e+04
9.8000e-01   2.9312e-05   3.3433e+04
9.7000e-01   2.8991e-05   3.3459e+04
9.6000e-01   2.8673e-05   3.3482e+04
9.5000e-01   2.8353e-05   3.3506e+04
9.4000e-01   2.8034e-05   3.3531e+04
9.3000e-01   2.7719e-05   3.3551e+04
9.2000e-01   2.7400e-05   3.3576e+04
9.1000e-01   2.7085e-05   3.3599e+04
9.0000e-01   2.6770e-05   3.3620e+04
8.9000e-01   2.6453e-05   3.3645e+04
8.8000e-01   2.6141e-05   3.3664e+04
8.7000e-01   2.5827e-05   3.3686e+04
8.6000e-01   2.5515e-05   3.3706e+04
8.5000e-01   2.5202e-05   3.3727e+04
8.4000e-01   2.4891e-05   3.3747e+04
8.3000e-01   2.4580e-05   3.3768e+04
8.2000e-01   2.4269e-05   3.3788e+04
8.1000e-01   2.3961e-05   3.3804e+04
8.0000e-01   2.3653e-05   3.3822e+04
7.9000e-01   2.3343e-05   3.3843e+04
